iter	Logloss
456	0.1454389131
457	0.1451253846
458	0.145028909
459	0.1450192872
460	0.1450121318
461	0.1450110684
462	0.1448736542
463	0.1446998218
464	0.1445737009
465	0.1442833695
466	0.1442823087
467	0.1441585877
468	0.1441513066
469	0.1440699803
470	0.1439283729
471	0.1436286443
472	0.1436137036
473	0.1435194876
474	0.1435169466
475	0.1434618687
476	0.1434202156
477	0.1432618715
478	0.1430023168
479	0.1430016154
480	0.1429309661
481	0.1426980944
482	0.1426713624
483	0.1425060559
484	0.1424405123
485	0.1422662267
486	0.1420015723
487	0.1419978917
488	0.1415843464
489	0.1415837192
490	0.1415526805
491	0.1412877513
492	0.1411989051
493	0.141196692
494	0.1409335876
495	0.140873773
496	0.1406489062
497	0.1405675984
498	0.1404047315
499	0.1401244208
500	0.1399307192
501	0.139832016
502	0.1396594954
503	0.1395504399
504	0.1393757612
505	0.1393709186
506	0.1393204266
507	0.1391713835
508	0.1391645446
509	0.1391629699
510	0.1387398492
511	0.1387238737
512	0.1387096371
513	0.1386342766
514	0.1386220154
515	0.138619597
516	0.1386163057
517	0.1385244048
518	0.1383967994
519	0.1383928157
520	0.138206648
521	0.1380656922
522	0.1379503464
523	0.1379070846
524	0.1378645075
525	0.1376455486
526	0.1376308475
527	0.1373738998
528	0.1372119085
529	0.1371065664
530	0.1366761064
531	0.1366683107
532	0.1366591282
533	0.1364422693
534	0.1363737592
535	0.1359844248
536	0.1358026169
537	0.1357653429
538	0.135762389
539	0.1356346561
540	0.1356341877
541	0.1355949608
542	0.1349866049
543	0.1348333534
544	0.1348308431
545	0.1347570215
546	0.134600594
547	0.1345455321
548	0.1345432152
549	0.1343118225
550	0.1341094594
551	0.1341042687
552	0.1340943202
553	0.1340201669
554	0.133890854
555	0.1337420944
556	0.1337280811
557	0.1336177158
558	0.1335934181
559	0.133592214
560	0.1335845782
561	0.133577444
562	0.1335619205
563	0.1335613574
564	0.1332645554
565	0.1331507863
566	0.1329183559
567	0.1328967188
568	0.132708778
569	0.1326956396
570	0.1326863845
571	0.1326736707
572	0.1326684546
573	0.1326656894
574	0.132653798
575	0.1324742571
576	0.1324654937
577	0.1324629805
578	0.1323620643
579	0.1323056558
580	0.1322173281
581	0.1321470349
582	0.1321124581
583	0.1319717963
584	0.1318959635
585	0.1318941022
586	0.1316802265
587	0.1315436565
588	0.1314475708
589	0.1314289551
590	0.1314276103
591	0.1313377296
592	0.1312712553
593	0.1311799031
594	0.1310701436
595	0.1309734135
596	0.1308592452
597	0.1308262288
598	0.1307615893
599	0.1307592965
600	0.1307558645
601	0.1307501301
602	0.1305458561
603	0.1305421886
604	0.1303748009
605	0.130306053
606	0.1300952825
607	0.129991948
608	0.1297148828
609	0.1295939122
610	0.1295709038
611	0.1295701347
612	0.129073914
613	0.1287843211
614	0.1287822158
615	0.128776134
616	0.128750124
617	0.1286887132
618	0.1286666195
619	0.1286040364
620	0.1286017427
621	0.1284415945
622	0.1282789959
623	0.1282779296
624	0.1282615132
625	0.1282597112
626	0.1281294624
627	0.1279785402
628	0.1279135741
629	0.1278807455
630	0.1277922253
631	0.1274452733
632	0.1274402506
633	0.1274281547
634	0.1274238115
635	0.1273730338
636	0.1273670064
637	0.1272072293
638	0.1272069697
639	0.1271016006
640	0.1270081337
641	0.1270060941
642	0.1270059603
643	0.1269801106
644	0.1268049737
645	0.1267921793
646	0.1266503034
647	0.1263373487
648	0.1263273552
649	0.1263251813
650	0.1261327326
651	0.1261276495
652	0.1260855278
653	0.1260757038
654	0.1260732809
655	0.1260725238
656	0.1260366272
657	0.1260298751
658	0.1260215194
659	0.1260138986
660	0.1258383567
661	0.1256404374
662	0.1254994016
663	0.1252037532
664	0.1250907128
665	0.1250768303
666	0.125072178
667	0.1248866452
668	0.1248169535
669	0.1248122937
670	0.1248029181
671	0.1248003549
672	0.1247248409
673	0.1247235439
674	0.1247204685
675	0.1246974281
676	0.1241769062
677	0.1241701934
678	0.1240985958
679	0.1240720674
680	0.1240487046
681	0.1238853774
682	0.1238166706
683	0.1237500629
684	0.1236509721
685	0.1235499732
686	0.1235484675
687	0.1234813478
688	0.1234791267
689	0.1234110951
690	0.1234086938
691	0.1234058909
692	0.1232542246
693	0.1231930719
694	0.1231358234
695	0.1229935544
696	0.1229182245
697	0.1229145913
698	0.1226866467
699	0.1225783
700	0.1225580846
701	0.1224123343
702	0.1221474714
703	0.1221451339
704	0.1221438316
705	0.1220789204
706	0.1220748148
707	0.1220720124
708	0.1219208845
709	0.1219132601
710	0.121799998
711	0.1217632906
712	0.1217613566
713	0.1217582761
714	0.1217180111
715	0.1217165054
716	0.1216660905
717	0.1216638759
718	0.1215437696
719	0.121539578
720	0.1214698411
721	0.1214599338
722	0.1214587625
723	0.1211804615
724	0.1211535026
725	0.1209409373
726	0.1207852573
727	0.1207695723
728	0.1207476391
729	0.1205332738
730	0.1205332222
731	0.1205256742
732	0.1205052175
733	0.1203849982
734	0.1202018169
735	0.1201831986
736	0.120147281
737	0.120098047
738	0.1200741885
739	0.1198598531
740	0.1196622444
741	0.1196390565
742	0.1196372457
743	0.1196351507
744	0.1196202247
745	0.1196151788
746	0.1194894258
747	0.1194841128
748	0.1194751536
749	0.1194715841
750	0.1193263619
751	0.1193196193
752	0.1193183177
753	0.1193091926
754	0.1193086965
755	0.1192794097
756	0.1192750973
757	0.1190601597
758	0.1190597031
759	0.1190498552
760	0.1190393314
761	0.1189923073
762	0.1188886996
763	0.1186893361
764	0.1186669851
765	0.1186601427
766	0.1185450895
767	0.1185444741
768	0.1185418798
769	0.1184946931
770	0.1184585225
771	0.1183677604
772	0.1183599763
773	0.1182387212
774	0.1182382205
775	0.1182367441
776	0.118231083
777	0.1182305146
778	0.1182284033
779	0.1181708158
780	0.1180622674
781	0.1179853214
782	0.1179823468
783	0.1178085632
784	0.1176400271
785	0.1176344926
786	0.117319867
787	0.1173084527
788	0.1173083372
789	0.1172297682
790	0.1171749627
791	0.1170054465
792	0.1170044235
793	0.1166669547
794	0.1165304998
795	0.1165220199
796	0.1165209479
797	0.1165201494
798	0.1165110777
799	0.1163512803
800	0.1163481585
801	0.1162907427
802	0.116171985
803	0.1161717064
804	0.1160606904
805	0.1159715249
806	0.1159287519
807	0.115885541
808	0.1158828439
809	0.1158695348
810	0.115869505
811	0.1158680288
812	0.1157123404
813	0.1155605761
814	0.1155594549
815	0.115555086
816	0.1155018552
817	0.1154599548
818	0.1154496157
819	0.1154111879
820	0.1151391151
821	0.1149867417
822	0.114986164
823	0.1148405001
824	0.1146809265
825	0.114666451
826	0.1145716278
827	0.1145433729
828	0.1144491326
829	0.1143848886
830	0.1142619793
831	0.1142526747
832	0.1142419169
833	0.1142346181
834	0.1140881959
835	0.1140680829
836	0.1139806434
837	0.1139397015
838	0.1139242426
839	0.1139102726
840	0.1139083331
841	0.1137350573
842	0.1137233669
843	0.1136861328
844	0.1134677446
845	0.1132898747
846	0.1132841772
847	0.1132760539
848	0.1132649619
849	0.1132410968
850	0.1130511612
851	0.1130463515
852	0.1130390063
853	0.1130131682
854	0.1129881806
855	0.1129860587
856	0.112981152
857	0.1129788451
858	0.1128206058
859	0.1127147127
860	0.1124887407
861	0.1122973171
862	0.1121863669
863	0.112184862
864	0.1121681984
865	0.1121667305
866	0.1119946589
867	0.1117689503
868	0.1116050721
869	0.1114887354
870	0.1112259638
871	0.1112143088
872	0.1112049945
873	0.1111649354
874	0.1111537309
875	0.111149952
876	0.1111290685
877	0.1111226422
878	0.1107463192
879	0.1107407628
880	0.1107258231
881	0.1107249206
882	0.1102973248
883	0.1101945047
884	0.1101861149
885	0.1101787368
886	0.1101600967
887	0.1101585569
888	0.1100641834
889	0.1100567152
890	0.1100245331
891	0.1100216093
892	0.1100201275
893	0.1100158011
894	0.109927333
895	0.1099257876
896	0.1098628341
897	0.1098605147
898	0.1098520491
899	0.1097905139
900	0.1097878928
901	0.1097865564
902	0.1097850235
903	0.1097839841
904	0.1097413409
905	0.1096392614
906	0.1095769616
907	0.1095254224
908	0.109516755
909	0.1095054011
910	0.109342804
911	0.109334173
912	0.1093272798
913	0.1093114469
914	0.1092577107
915	0.1092483079
916	0.1090966721
917	0.1090531261
918	0.1090488954
919	0.1088817926
920	0.1088815823
921	0.1088686723
922	0.1088288796
923	0.1085232407
924	0.108518434
925	0.1084707738
926	0.1084016166
927	0.1083528381
928	0.1082527873
929	0.1081197567
930	0.1081065911
931	0.1081042726
932	0.1079836494
933	0.1079824978
934	0.1078357321
935	0.1078341064
936	0.1078095161
937	0.1078007185
938	0.1077390139
939	0.1077365226
940	0.1077357695
941	0.1077258409
942	0.1077252712
943	0.10764603
944	0.1076167126
945	0.1075682356
946	0.1075555674
947	0.1074106669
948	0.1073255653
949	0.1072255139
950	0.1070282656
951	0.1070265777
952	0.1069063995
953	0.1069061529
954	0.1068953427
955	0.1067497359
956	0.106744998
957	0.106666541
958	0.1066650398
959	0.1065415217
960	0.1065313062
961	0.1064614036
962	0.106308057
963	0.1061928359
964	0.1059590271
965	0.1059572484
966	0.1056719132
967	0.1056637534
968	0.1056596206
969	0.1056455782
970	0.1053820604
971	0.1053751681
972	0.105369189
973	0.1053624568
974	0.1053566914
975	0.1053494538
976	0.105320094
977	0.1052846243
978	0.105185756
979	0.1051839906
980	0.1051830762
981	0.1051824645
982	0.105177871
983	0.1050491389
984	0.1050479911
985	0.1050464741
986	0.105045787
987	0.1050448578
988	0.1050245408
989	0.1050006739
990	0.1049981954
991	0.1049973647
992	0.1048600174
993	0.1047956451
994	0.1047858323
995	0.1046977079
996	0.1046956848
997	0.1046466912
998	0.104631721
999	0.1046286354
1000	0.104506084
1001	0.104427135
1002	0.1044268951
1003	0.1044014346
1004	0.1044000822
1005	0.1043996675
1006	0.1043981908
1007	0.1042885632
1008	0.1042770265
1009	0.1042687087
1010	0.1041974927
1011	0.1041839226
1012	0.103960831
1013	0.1038592753
1014	0.1038578971
1015	0.1038529838
1016	0.1037782593
1017	0.1036278614
1018	0.1036217019
1019	0.1035408608
1020	0.1035374444
1021	0.1033783425
1022	0.1033773874
1023	0.1033716281
1024	0.1033659134
1025	0.103319065
1026	0.1033171199
1027	0.1032118153
1028	0.1032098241
1029	0.1031601104
1030	0.1030662589
1031	0.1030589311
1032	0.1030373845
1033	0.1030210275
1034	0.1028894404
1035	0.1026094066
1036	0.1026080616
1037	0.1025826804
1038	0.1023829818
1039	0.1023809122
1040	0.1021929335
1041	0.1020188524
1042	0.1018508354
1043	0.1016781581
1044	0.1016721167
1045	0.1014758386
1046	0.1014743692
1047	0.1014660292
1048	0.1014599061
1049	0.1014589359
1050	0.1014585184
1051	0.1014500843
1052	0.101381154
1053	0.101360282
1054	0.1011105407
1055	0.1011090129
1056	0.1010940324
1057	0.1010201201
1058	0.1010187253
1059	0.1010155781
1060	0.1010059014
1061	0.1009659984
1062	0.1009640265
1063	0.1009637823
1064	0.1009627382
1065	0.1009534746
1066	0.1008994255
1067	0.1008980266
1068	0.1007805352
1069	0.1007465938
1070	0.1006006583
1071	0.1005969127
1072	0.1005951534
1073	0.1005939295
1074	0.1005100145
1075	0.1005090717
1076	0.1005076422
1077	0.1004295336
1078	0.1004286712
1079	0.1002093529
1080	0.1002087958
1081	0.1001986435
1082	0.1001792809
1083	0.100179265
1084	0.1001421177
1085	0.1001408128
1086	0.09998839293
1087	0.09998345583
1088	0.09987416487
1089	0.0995844037
1090	0.09947937956
1091	0.09936236675
1092	0.09935728318
1093	0.09929491416
1094	0.09927850894
1095	0.09927613041
1096	0.09918844691
1097	0.09918643461
1098	0.09918434811
1099	0.09917348868
1100	0.09912099733
1101	0.09906056743
1102	0.09905634568
1103	0.09899261485
1104	0.09898029206
1105	0.09897679679
1106	0.0989603958
1107	0.09895844788
1108	0.09895746569
1109	0.09884501893
1110	0.09884472311
1111	0.09884109836
1112	0.0988118859
1113	0.09880339801
1114	0.09880259392
1115	0.09879071658
1116	0.09861364005
1117	0.09860838174
1118	0.0985977298
1119	0.09853901346
1120	0.09837627689
1121	0.098375711
1122	0.09831146831
1123	0.09830818148
1124	0.09830641606
1125	0.09830333203
1126	0.09825076116
1127	0.09821341451
1128	0.09807503786
1129	0.09792408913
1130	0.09788816949
1131	0.09778270254
1132	0.09775050332
1133	0.09771533421
1134	0.09758967387
1135	0.09757698727
1136	0.09740028358
1137	0.09738678596
1138	0.09731456168
1139	0.09730752136
1140	0.09730749532
1141	0.09730399877
1142	0.09725839991
1143	0.09716829234
1144	0.09716810799
1145	0.09716386032
1146	0.09710516947
1147	0.09702584482
1148	0.09702477054
1149	0.09702438556
1150	0.09677669018
1151	0.09673883188
1152	0.09664739217
1153	0.09664032921
1154	0.09652461588
1155	0.09652299133
1156	0.09649401688
1157	0.09647487501
1158	0.09641864386
1159	0.0964174641
1160	0.09641717681
1161	0.09641668432
1162	0.09637470009
1163	0.09637390771
1164	0.09628050754
1165	0.09627382553
1166	0.09617741426
1167	0.09600922719
1168	0.09600675618
1169	0.09578951369
1170	0.095788808
1171	0.09571426897
1172	0.09569530003
1173	0.09568830617
1174	0.0956771447
1175	0.09567339671
1176	0.09567199316
1177	0.09566947857
1178	0.09565265833
1179	0.09564916165
1180	0.09564820791
1181	0.09551023302
1182	0.09545025106
1183	0.09544931458
1184	0.09544780562
1185	0.09541777576
1186	0.09527733725
1187	0.09514762954
1188	0.09512421206
1189	0.09503039232
1190	0.09502589035
1191	0.09502262871
1192	0.09501904977
1193	0.0950180599
1194	0.09492749079
1195	0.09492529993
1196	0.09492449964
1197	0.09490226033
1198	0.09490089037
1199	0.09484458613
1200	0.09475323023
1201	0.09475251475
1202	0.09471845552
1203	0.09460253515
1204	0.09454834694
1205	0.09436656627
1206	0.09436401776
1207	0.09424879384
1208	0.09414792318
1209	0.09414602487
1210	0.09414382892
1211	0.09401716644
1212	0.093857315
1213	0.09385509914
1214	0.09377374378
1215	0.09376035306
1216	0.09375989851
1217	0.09370484824
1218	0.09370269303
1219	0.09370174089
1220	0.09366688888
1221	0.09358622249
1222	0.09358512192
1223	0.09356799194
1224	0.09353305512
1225	0.09353226693
1226	0.09333058752
1227	0.0933305342
1228	0.09327583117
1229	0.09320736928
1230	0.09320122688
1231	0.09319891611
1232	0.09317614925
1233	0.09310861036
1234	0.09299555677
1235	0.0929836788
1236	0.09297841947
1237	0.09297591414
1238	0.09297418374
1239	0.0929157387
1240	0.0929154794
1241	0.09291403875
1242	0.0927588494
1243	0.09275801095
1244	0.09275727282
1245	0.09265388983
1246	0.09242597802
1247	0.09238674816
1248	0.09238146797
1249	0.09237953945
1250	0.09237073326
1251	0.09231461424
1252	0.09231023078
1253	0.09230651177
1254	0.09224887946
1255	0.09210130128
1256	0.09206516816
1257	0.09176483826
1258	0.0916422942
1259	0.09163407261
1260	0.09162931022
1261	0.09160965371
1262	0.09158371186
1263	0.09156261977
1264	0.09152512879
1265	0.09152297701
1266	0.09148227679
1267	0.09145284828
1268	0.09145009611
1269	0.09137463603
1270	0.09133992404
1271	0.09132676051
1272	0.0913136708
1273	0.09131282561
1274	0.09131154821
1275	0.09131090382
1276	0.09111816988
1277	0.09111694754
1278	0.09104995143
1279	0.0910373467
1280	0.09086017891
1281	0.09064859901
1282	0.0906178653
1283	0.09061565815
1284	0.09061525531
1285	0.09060485659
1286	0.09050132185
1287	0.09033039065
1288	0.09032871409
1289	0.09031349792
1290	0.09029294884
1291	0.09029028783
1292	0.09028900185
1293	0.09028845282
1294	0.09024806525
1295	0.09023149261
1296	0.09012131174
1297	0.09010984595
1298	0.09004882828
1299	0.0900419386
1300	0.09000141145
1301	0.08986290016
1302	0.08939470813
1303	0.08938728825
1304	0.08938635457
1305	0.08925428073
1306	0.08925365844
1307	0.08922216394
1308	0.08921638519
1309	0.08913711853
1310	0.08912580063
1311	0.08912496621
1312	0.08912484108
1313	0.08912247141
1314	0.08905869861
1315	0.08897899536
1316	0.08897634693
1317	0.08890910897
1318	0.08882769511
1319	0.08882756155
1320	0.08882123148
1321	0.08882081996
1322	0.08872257967
1323	0.08869831425
1324	0.08862262945
1325	0.08861784543
1326	0.0885553124
1327	0.08837419921
1328	0.0883161017
1329	0.08831457524
1330	0.0882536226
1331	0.08821488601
1332	0.08821289724
1333	0.08814203653
1334	0.08802177149
1335	0.0879721766
1336	0.08795740947
1337	0.08784018107
1338	0.08783976719
1339	0.08783938657
1340	0.08783526227
1341	0.08775724232
1342	0.08775625889
1343	0.08775281838
1344	0.08762682546
1345	0.08762517536
1346	0.08747766213
1347	0.08731815136
1348	0.08731033135
1349	0.08731021894
1350	0.08715236016
1351	0.08715144318
1352	0.08712554669
1353	0.08707319367
1354	0.08705154408
1355	0.08700822851
1356	0.086920149
1357	0.08691590051
1358	0.08684292521
1359	0.08684093309
1360	0.08684048539
1361	0.08677813746
1362	0.08677689303
1363	0.08677633182
1364	0.08677475792
1365	0.0867724604
1366	0.08676524118
1367	0.08676416732
1368	0.08675834946
1369	0.08675823263
1370	0.08675240776
1371	0.08671890288
1372	0.0867113905
1373	0.08670949862
1374	0.08657819616
1375	0.08651490431
1376	0.08651322761
1377	0.08651204404
1378	0.0865109488
1379	0.08650779344
1380	0.08650721914
1381	0.08650416811
1382	0.08648294706
1383	0.08647708566
1384	0.0864395931
1385	0.08632434825
1386	0.08625130872
1387	0.08621564712
1388	0.08620852835
1389	0.08611771826
1390	0.08605991246
1391	0.08605581219
1392	0.08605401733
1393	0.08605356779
1394	0.08605318894
1395	0.08605053674
1396	0.08604573682
1397	0.08604434604
1398	0.0860414798
1399	0.08597116367
1400	0.08596397503
1401	0.08593524502
1402	0.08589061959
1403	0.08588126958
1404	0.08588040001
1405	0.08579524712
1406	0.08578865079
1407	0.08574269177
1408	0.08572492226
1409	0.08572440335
1410	0.08572407057
1411	0.08562247348
1412	0.08560608735
1413	0.08560549024
1414	0.08560533837
1415	0.08560332171
1416	0.08547510461
1417	0.08544699193
1418	0.08544543338
1419	0.08544468509
1420	0.08542104373
1421	0.08535651301
1422	0.08519832981
1423	0.08519715908
1424	0.08519637457
1425	0.08519229704
1426	0.08519101763
1427	0.08518767981
1428	0.08512340042
1429	0.08512322956
1430	0.08508214277
1431	0.08508164093
1432	0.08507788602
1433	0.08507778375
1434	0.08505948961
1435	0.08504245249
1436	0.08503966417
1437	0.08503821342
1438	0.08503785048
1439	0.08502754269
1440	0.08494099065
1441	0.0849402772
1442	0.08473059471
1443	0.08472928423
1444	0.08472851783
1445	0.08472698026
1446	0.0847228386
1447	0.08470555057
1448	0.0846846221
1449	0.08468430236
1450	0.08466522455
1451	0.08466363704
1452	0.08466252414
1453	0.08462743006
1454	0.08462670012
1455	0.08461904561
1456	0.08461280303
1457	0.0846107786
1458	0.0846085066
1459	0.08460782039
1460	0.08460522799
1461	0.08460496381
1462	0.08458526948
1463	0.08458450226
1464	0.08456836251
1465	0.08452870393
1466	0.08452121509
1467	0.08450335996
1468	0.08446754936
1469	0.08446613008
1470	0.08446218279
1471	0.08446141489
1472	0.084448846
1473	0.08440027014
1474	0.08439877815
1475	0.08439301452
1476	0.08439269151
1477	0.08434371246
1478	0.08427276563
1479	0.0842645685
1480	0.08426265935
1481	0.08421089255
1482	0.08421049911
1483	0.08420947693
1484	0.08420896512
1485	0.08420493166
1486	0.08419106419
1487	0.08419080352
1488	0.08414614957
1489	0.08414601541
1490	0.08413119422
1491	0.0841293519
1492	0.0841286856
1493	0.08412617695
1494	0.08412568903
1495	0.0840947023
1496	0.08409317595
1497	0.08409019325
1498	0.08404702444
1499	0.0840268682
