iter	Passed	Remaining
182	52644	378869
183	53050	379425
184	53104	377474
185	53113	375221
186	53432	375168
187	53907	376203
188	54297	376636
189	54308	374440
190	54324	372309
191	54329	370122
192	54685	370333
193	54700	368243
194	54705	366109
195	54730	364123
196	54756	362173
197	55202	363000
198	55605	363528
199	56034	364223
200	56213	363288
201	56221	361265
202	56226	359237
203	56694	360177
204	56703	358202
205	57071	358500
206	57142	356932
207	57159	355048
208	57592	355753
209	58034	356495
210	58046	354604
211	58535	355632
212	58898	355879
213	58915	354044
214	59222	353960
215	59230	352090
216	59240	350257
217	59246	348410
218	59593	348582
219	59892	348463
220	59900	346664
221	60106	346021
222	60497	346435
223	60544	344885
224	60924	345240
225	61317	345656
226	61728	346166
227	61744	344469
228	61793	342968
229	61802	341258
230	61832	339675
231	62217	340053
232	62703	340968
233	62790	339711
234	62800	338054
235	63155	338257
236	63507	338436
237	63514	336785
238	63974	337537
239	63980	335897
240	64359	336219
241	64372	334628
242	64651	334429
243	64739	333246
244	65169	333827
245	65213	332431
246	65241	330963
247	65678	331568
248	65721	330192
249	66160	330804
250	66166	329252
251	66452	329100
252	66826	329377
253	67180	329552
254	67626	330174
255	67636	328672
256	68112	329431
257	68555	330022
258	68955	330399
259	68966	328919
260	69321	329078
261	69370	327790
262	69400	326419
263	69406	324947
264	69486	323831
265	69520	322510
266	69812	322394
267	70214	322778
268	70653	323323
269	71125	324014
270	71580	324623
271	71590	323208
272	71680	322168
273	71696	320801
274	71700	319395
275	71711	318023
276	72165	318621
277	72174	317255
278	72179	315884
279	72630	316461
280	72656	315189
281	72796	314419
282	72807	313097
283	72825	311815
284	72834	310504
285	72848	309221
286	73209	309416
287	73597	309723
288	73603	308422
289	73685	307447
290	73694	306172
291	73699	304894
292	73866	304288
293	74286	304725
294	74598	304714
295	74991	305031
296	75001	303792
297	75562	304786
298	75572	303552
299	75577	302308
300	76047	302926
301	76056	301706
302	76087	300581
303	76492	300936
304	76508	299763
305	76513	298552
306	76530	297396
307	76984	297939
308	77002	296794
309	77341	296891
310	77393	295886
311	77413	294767
312	77464	293772
313	77509	292758
314	77951	293246
315	77998	292247
316	78004	291102
317	78014	289977
318	78382	290188
319	78628	289941
320	78773	289328
321	79140	289527
322	79225	288696
323	79240	287612
324	79628	287888
325	79640	286804
326	80071	287229
327	80533	287759
328	80976	288215
329	80986	287132
330	81333	287246
331	81476	286640
332	81823	286750
333	82213	287007
334	82645	287407
335	83074	287792
336	83082	286720
337	83436	286842
338	83785	286946
339	83867	286137
340	83874	285074
341	84263	285312
342	84307	284384
343	84510	283995
344	84866	284118
345	84884	283110
346	84896	282090
347	84912	281090
348	84931	280104
349	84936	279078
350	85378	279487
351	85795	279811
352	86152	279933
353	86317	279434
354	86708	279666
355	87086	279849
356	87090	278837
357	87466	279014
358	87478	278029
359	87489	277050
360	87852	277184
361	88290	277555
362	88664	277716
363	88668	276723
364	89093	277045
365	89211	276407
366	89229	275468
367	89613	275659
368	89952	275707
369	90309	275811
370	90354	274959
371	90780	275269
372	90829	274435
373	91225	274652
374	91273	273820
375	91302	272934
376	91652	273011
377	91657	272063
378	91820	271585
379	91829	270654
380	92217	270843
381	92622	271078
382	93060	271405
383	93426	271521
384	93794	271637
385	94233	271959
386	94402	271497
387	94759	271577
388	95033	271419
389	95442	271644
390	95709	271462
391	96079	271571
392	96469	271735
393	96476	270820
394	96817	270843
395	97177	270917
396	97645	271293
397	98026	271418
398	98421	271583
399	98901	271980
400	99275	272080
401	99349	271358
402	99723	271457
403	100081	271506
404	100511	271752
405	100846	271737
406	101196	271764
407	101735	272291
408	101762	271448
409	101770	270560
410	101783	269689
411	101796	268820
412	101822	267992
413	101828	267115
414	102422	267780
415	102580	267300
416	103038	267603
417	103624	268233
418	103647	267405
419	104069	267607
420	104524	267890
421	104880	267916
422	105252	267982
423	105610	268011
424	106070	268296
425	106079	267440
426	106478	267566
427	106891	267727
428	106933	266960
429	107329	267075
430	107341	266237
431	107863	266661
432	108260	266776
433	108655	266882
434	109091	267086
435	109471	267149
436	109934	267415
437	110262	267348
438	110656	267441
439	110752	266812
440	110761	265977
441	110883	265416
442	110957	264746
443	111451	265072
444	111870	265220
445	112263	265304
446	112613	265284
447	112966	265268
448	113312	265237
449	113482	264792
450	113834	264773
451	114202	264788
452	114647	264979
453	115013	264987
454	115382	264999
455	115793	265105
456	116213	265230
457	116594	265265
458	116953	265246
459	117378	265376
460	117466	264744
461	117486	263962
462	117841	263935
463	118205	263924
464	118624	264034
465	119042	264140
466	119051	263341
467	119469	263444
468	119509	262716
469	119887	262732
470	120237	262685
471	120680	262837
472	121092	262921
473	121447	262879
474	121781	262791
475	122212	262911
476	122572	262875
477	122920	262812
478	123370	262966
479	123375	262173
480	123703	262066
481	124062	262023
482	124412	261961
483	124784	261944
484	125099	261805
485	125509	261865
486	125858	261796
487	125867	261020
488	126351	261230
489	126390	260518
490	126775	260523
491	127130	260461
492	127494	260420
493	127510	259666
494	127906	259689
495	128323	259751
496	128688	259707
497	129031	259617
498	129386	259550
499	129988	259976
500	130468	260155
501	130885	260207
502	131270	260191
503	131635	260136
504	131997	260074
505	132007	259319
506	132447	259409
507	132928	259576
508	133017	258978
509	133034	258242
510	133493	258366
511	133555	257719
512	133840	257505
513	134224	257480
514	134605	257448
515	134611	256700
516	135017	256716
517	135441	256764
518	135782	256652
519	136167	256622
520	136588	256660
521	137113	256891
522	137687	257209
523	138251	257505
524	138768	257712
525	139225	257805
526	139654	257844
527	140090	257894
528	140447	257796
529	140899	257872
530	141504	258225
531	141673	257782
532	142096	257800
533	142438	257669
534	142832	257633
535	143267	257667
536	143726	257743
537	144150	257755
538	144159	257027
539	144586	257043
540	144605	256333
541	145004	256299
542	145460	256363
543	145831	256278
544	145875	255616
545	146292	255609
546	146704	255593
547	147077	255506
548	147084	254785
549	147457	254699
550	147827	254606
551	148129	254395
552	148523	254343
553	148947	254340
554	149356	254309
555	149687	254145
556	150042	254021
557	150413	253923
558	150815	253876
559	151173	253755
560	151187	253056
561	151261	252460
562	151616	252334
563	151639	251657
564	152107	251717
565	152512	251673
566	152916	251624
567	153275	251501
568	153676	251446
569	154020	251296
570	154494	251357
571	154878	251271
572	155201	251085
573	155281	250507
574	155625	250354
575	156249	250650
576	156301	250028
577	156719	249991
578	156878	249542
579	157305	249519
580	157806	249612
581	158256	249621
582	158604	249468
583	159009	249404
584	159421	249351
585	159489	248759
586	159813	248567
587	160193	248463
588	160670	248507
589	161080	248446
590	161090	247768
591	161605	247868
592	162040	247843
593	162505	247862
594	162930	247818
595	163267	247641
596	163692	247595
597	164119	247552
598	164546	247505
599	164859	247288
600	165103	246968
601	165291	246564
602	165690	246475
603	165715	245829
604	166107	245729
605	166537	245683
606	166857	245475
607	167213	245320
608	167636	245261
609	168023	245148
610	168298	244872
611	168306	244209
612	168774	244213
613	169224	244190
614	169608	244070
615	169633	243435
616	170067	243386
617	170425	243229
618	170793	243084
619	171298	243133
620	171377	242578
621	171810	242523
622	172160	242351
623	172182	241717
624	172638	241694
625	172646	241043
626	173034	240923
627	173428	240811
628	173857	240746
629	174198	240559
630	174612	240472
631	174998	240346
632	175381	240215
633	175547	239785
634	175572	239165
635	175955	239033
636	176320	238877
637	176752	238809
638	176763	238173
639	177156	238053
640	177495	237861
641	177555	237293
642	177562	236658
643	177903	236467
644	178281	236326
645	178624	236138
646	179055	236065
647	179468	235968
648	179626	235534
649	179888	235238
650	180378	235239
651	180778	235123
652	181113	234920
653	181637	234962
654	182118	234946
655	182194	234409
656	182599	234294
657	183015	234192
658	183372	234015
659	183931	234094
660	184440	234108
661	184884	234037
662	185379	234030
663	185836	233974
664	186207	233809
665	186576	233640
666	186935	233458
667	187286	233267
668	187682	233130
669	188104	233024
670	188366	232721
671	188750	232567
672	189071	232336
673	189502	232238
674	189865	232058
675	190216	231861
676	190612	231719
677	190626	231113
678	191163	231142
679	191572	231013
680	191977	230880
681	192359	230718
682	192808	230635
683	193209	230494
684	193670	230425
685	194081	230294
686	194107	229707
687	194461	229510
688	194485	228922
689	194840	228726
690	194856	228131
691	195291	228028
692	195668	227856
693	196040	227677
694	196455	227549
695	196898	227451
696	197364	227379
697	197372	226780
698	197725	226578
699	198101	226401
700	198482	226229
701	198857	226051
702	199281	225928
703	199323	225371
704	199413	224870
705	199833	224741
706	199843	224153
707	199857	223569
708	200179	223331
709	200598	223200
710	200883	222921
711	201272	222756
712	201648	222576
713	202123	222506
714	202562	222393
715	202998	222278
716	203395	222118
717	203410	221541
718	203852	221430
719	203989	220988
720	204371	220812
721	204398	220252
722	204487	219760
723	204890	219606
724	205264	219420
725	205868	219479
726	206286	219338
727	206735	219230
728	207180	219116
729	207555	218928
730	207560	218349
731	207601	217811
732	207959	217605
733	208382	217467
734	208806	217328
735	209255	217215
736	209709	217107
737	210151	216986
738	210554	216823
739	210948	216650
740	211387	216521
741	211403	215962
742	211872	215864
743	211893	215310
744	212305	215154
745	212674	214955
746	213070	214781
747	213464	214606
748	213796	214367
749	214123	214123
750	214504	213933
751	214902	213759
752	214950	213237
753	215352	213067
754	215363	212510
755	215785	212359
756	215801	211810
757	216225	211661
758	216237	211108
759	216636	210935
760	216910	210639
761	217350	210505
762	217760	210340
763	218287	210287
764	218707	210130
765	218846	209704
766	219270	209550
767	219354	209072
768	219731	208873
769	220111	208677
770	220425	208418
771	220809	208224
772	221178	208016
773	221614	207871
774	221623	207324
775	222055	207175
776	222436	206977
777	222443	206432
778	222786	206198
779	223162	205995
780	223655	205900
781	224079	205740
782	224417	205500
783	224794	205297
784	225279	205190
785	225296	204658
786	225687	204466
787	226029	204229
788	226040	203693
789	226512	203574
790	226917	203394
791	227244	203142
792	227251	202606
793	227706	202469
794	228081	202261
795	228577	202158
796	228600	201638
797	228636	201130
798	228984	200898
799	229410	200734
800	229538	200309
801	229890	200079
802	230296	199896
803	230306	199369
804	230641	199125
805	231041	198936
806	231474	198775
807	231910	198616
808	232369	198475
809	232538	198088
810	232544	197562
811	232896	197330
812	233347	197182
813	233711	196960
814	233733	196451
815	234223	196334
816	234239	195820
817	234604	195599
818	235015	195415
819	235457	195257
820	235875	195078
821	236251	194864
822	236278	194362
823	236663	194156
824	237025	193929
825	237434	193741
826	237868	193573
827	238332	193429
828	238774	193266
829	239314	193181
830	239858	193099
831	240294	192928
832	240734	192760
833	241159	192580
834	241553	192375
835	241966	192183
836	242400	192008
837	242725	191747
838	243097	191522
839	243500	191321
840	243511	190813
841	243925	190621
842	244394	190471
843	244813	190281
844	245207	190072
845	245629	189883
846	245981	189641
847	246361	189419
848	246745	189200
849	247202	189037
850	247629	188850
851	247694	188387
852	248039	188137
853	248429	187922
854	248863	187739
855	249306	187562
856	249439	187152
857	249848	186949
858	250272	186757
859	250673	186547
860	251114	186367
861	251539	186174
862	251907	185938
863	252251	185685
864	252661	185479
865	252683	184990
866	253083	184777
867	253485	184565
868	253829	184311
869	254208	184081
870	254572	183841
871	254930	183596
872	255370	183410
873	255903	183290
874	256229	183021
875	256563	182757
876	256979	182552
877	257374	182331
878	257740	182089
879	258126	181862
880	258492	181619
881	258930	181427
882	259338	181213
883	259688	180959
884	260185	180806
885	260541	180555
886	260964	180351
887	261251	180051
888	261635	179819
889	261708	179372
890	262091	179140
891	262118	178663
892	262164	178201
893	262541	177964
894	262920	177728
895	262936	177247
896	263268	176980
897	263717	176790
898	264172	176604
899	264554	176369
900	264983	176165
901	265128	175772
902	265554	175566
903	265620	175121
904	265991	174878
905	266392	174654
906	266743	174397
907	267212	174217
908	267613	173992
909	267973	173741
910	268366	173510
911	268833	173326
912	269244	173106
913	269611	172858
914	269999	172622
915	270411	172401
916	270955	172265
917	271439	172089
918	271888	171890
919	272313	171675
920	272318	171196
921	272634	170913
922	273054	170696
923	273447	170460
924	273733	170158
925	274093	169902
926	274436	169635
927	274747	169348
928	275311	169217
929	275704	168979
930	276048	168712
931	276347	168417
932	276751	168186
933	276758	167714
934	277128	167462
935	277467	167192
936	277849	166946
937	278154	166655
938	278520	166400
939	278942	166178
940	279020	165751
941	279479	165551
942	280042	165411
943	280488	165203
944	280856	164947
945	281368	164776
946	281746	164525
947	282119	164271
948	282449	163993
949	282839	163749
950	283245	163514
951	283275	163062
952	283626	162794
953	283632	162330
954	284095	162127
955	284476	161877
956	284884	161642
957	285314	161420
958	285472	161043
959	285826	160777
960	286253	160552
961	286641	160304
962	287081	160086
963	287452	159828
964	287871	159596
965	287959	159182
966	288462	158997
967	288856	158751
968	288883	158304
969	288962	157886
970	289391	157659
971	289436	157224
972	289814	156970
973	290177	156707
974	290508	156427
975	290874	156166
976	291255	155912
977	291660	155671
978	292079	155437
979	292457	155181
980	292792	154902
981	293152	154636
982	293553	154391
983	293990	154165
984	293999	153715
985	294027	153275
986	294036	152827
987	294393	152560
988	294818	152327
989	294841	151887
990	294866	151450
991	295354	151249
992	295727	150990
993	296140	150751
994	296591	150531
995	296974	150276
996	297014	149847
997	297431	149609
998	297776	149335
999	298115	149057
1000	298501	148803
1001	298905	148557
1002	299281	148297
1003	299711	148064
1004	300100	147810
1005	300107	147368
1006	300122	146931
1007	300478	146662
1008	300937	146442
1009	301286	146168
1010	301867	146007
1011	302385	145814
1012	302823	145582
1013	303253	145346
1014	303642	145090
1015	304172	144901
1016	304691	144706
1017	305050	144434
1018	305438	144176
1019	305831	143920
1020	306243	143673
1021	306589	143394
1022	307042	143166
1023	307555	142965
1024	307956	142711
1025	308406	142480
1026	308851	142246
1027	309392	142055
1028	309892	141845
1029	310236	141564
1030	310640	141309
1031	311093	141077
1032	311391	140774
1033	311804	140522
1034	312143	140238
1035	312551	139984
1036	313026	139760
1037	313447	139511
1038	313861	139259
1039	313884	138833
1040	314332	138596
1041	314731	138336
1042	315180	138099
1043	315581	137840
1044	315961	137571
1045	316464	137356
1046	316769	137054
1047	317129	136777
1048	317255	136398
1049	317640	136131
1050	317877	135801
1051	318307	135552
1052	318768	135317
1053	318965	134970
1054	319383	134716
1055	319409	134297
1056	319700	133989
1057	320091	133724
1058	320105	133301
1059	320476	133027
1060	320869	132763
1061	321267	132500
1062	321696	132249
1063	321717	131831
1064	322079	131553
1065	322200	131177
1066	322285	130786
1067	322307	130371
1068	322701	130106
1069	323096	129842
1070	323533	129594
1071	323920	129326
1072	323944	128913
1073	324250	128613
1074	324670	128358
1075	324937	128042
1076	325341	127780
1077	325797	127538
1078	326129	127248
1079	326476	126963
1080	326490	126549
1081	326960	126311
1082	327378	126054
1083	327384	125638
1084	327779	125371
1085	328104	125078
1086	328479	124804
1087	328614	124438
1088	329110	124209
1089	329501	123940
1090	329953	123694
1091	330298	123408
1092	330720	123150
1093	331077	122867
1094	331500	122609
1095	331894	122340
1096	332299	122075
1097	332569	121760
1098	332975	121495
1099	333434	121248
1100	333855	120988
1101	334285	120731
1102	334644	120447
1103	335028	120173
1104	335425	119903
1105	335879	119653
1106	336234	119367
1107	336387	119010
1108	336595	118673
1109	336995	118403
1110	337002	117996
1111	337422	117733
1112	337830	117466
1113	337998	117116
1114	338012	116712
1115	338355	116423
1116	338696	116133
1117	339053	115848
1118	339404	115561
1119	339741	115269
1120	340159	115004
1121	340170	114603
1122	340536	114320
1123	340909	114040
1124	341213	113737
1125	341381	113389
1126	341827	113133
1127	342147	112835
1128	342588	112577
1129	343024	112317
1130	343649	112118
1131	344158	111881
1132	344200	111492
1133	344619	111226
1134	345011	110950
1135	345434	110685
1136	345827	110409
1137	346258	110145
1138	346661	109872
1139	347176	109634
1140	347182	109236
1141	347266	108862
1142	347669	108589
1143	348075	108317
1144	348368	108009
1145	348810	107747
1146	349207	107471
1147	349649	107209
1148	350004	106920
1149	350010	106524
1150	350440	106258
1151	350797	105970
1152	351154	105681
1153	351282	105323
1154	351683	105048
1155	352036	104758
1156	352473	104492
1157	352833	104204
1158	353163	103907
1159	353609	103644
1160	353674	103269
1161	353714	102887
1162	354169	102626
1163	354537	102340
1164	354994	102079
1165	355475	101825
1166	355837	101537
1167	356192	101246
1168	356591	100968
1169	356999	100692
1170	357301	100386
1171	357733	100116
1172	358103	99829
1173	358562	99566
1174	358905	99271
1175	359376	99012
1176	359385	98624
1177	359548	98280
1178	359968	98006
1179	360478	97756
1180	360495	97373
1181	360882	97090
1182	361276	96808
1183	361663	96525
1184	361703	96149
1185	362112	95871
1186	362523	95593
1187	362903	95307
1188	363308	95028
1189	363772	94764
1190	364191	94487
1191	364599	94208
1192	364955	93915
1193	364970	93535
1194	365345	93247
1195	365751	92966
1196	365783	92591
1197	366193	92312
1198	366638	92041
1199	367085	91771
1200	367523	91498
1201	367529	91117
1202	367889	90825
1203	368243	90531
1204	368628	90245
1205	368982	89950
1206	368993	89573
1207	369394	89290
1208	369774	89002
1209	370036	88686
1210	370470	88411
1211	370865	88126
1212	371303	87851
1213	371320	87477
1214	371671	87182
1215	372007	86883
1216	372147	86538
1217	372552	86255
1218	372903	85960
1219	372915	85587
1220	373260	85290
1221	373635	85000
1222	374010	84710
1223	374390	84421
1224	374753	84128
1225	375023	83814
1226	375499	83546
1227	375507	83174
1228	375862	82879
1229	376264	82594
1230	376670	82310
1231	377032	82016
1232	377465	81738
1233	377864	81452
1234	378298	81173
1235	378720	80891
1236	379172	80616
1237	379571	80329
1238	379616	79967
1239	380082	79694
1240	380371	79384
1241	380763	79095
1242	381222	78820
1243	381241	78454
1244	381248	78087
1245	381680	77806
1246	382138	77530
1247	382523	77240
1248	382925	76953
1249	383395	76679
1250	383804	76392
1251	384146	76092
1252	384187	75733
1253	384623	75452
1254	385012	75161
1255	385471	74884
1256	385939	74608
1257	386393	74330
1258	386786	74039
1259	387194	73751
1260	387579	73458
1261	388063	73184
1262	388535	72908
1263	388863	72604
1264	389230	72307
1265	389598	72011
1266	390027	71725
1267	390372	71424
1268	390720	71124
1269	391077	70825
1270	391491	70536
1271	391924	70250
1272	391942	69890
1273	392374	69604
1274	392737	69306
1275	393019	68994
1276	393474	68711
1277	393828	68411
1278	394186	68111
1279	394617	67824
1280	394917	67515
1281	395419	67239
1282	395851	66952
1283	396255	66659
1284	396345	66314
1285	396713	66016
1286	397103	65721
1287	397661	65453
1288	398091	65164
1289	398495	64871
1290	398912	64579
1291	398921	64222
1292	399141	63899
1293	399169	63546
1294	399730	63277
1295	400249	63002
1296	400721	62718
1297	401252	62444
1298	401691	62155
1299	402118	61864
1300	402561	61575
1301	402973	61281
1302	403366	60984
1303	403857	60702
1304	404188	60396
1305	404647	60108
1306	404893	59789
1307	405331	59498
1308	405371	59148
1309	405722	58845
1310	406065	58540
1311	406394	58233
1312	406403	57880
1313	406766	57578
1314	407166	57282
1315	407553	56983
1316	407979	56689
1317	408385	56393
1318	408786	56095
1319	408793	55744
1320	409288	55459
1321	409630	55154
1322	410013	54854
1323	410369	54550
1324	410707	54244
1325	410788	53904
1326	411167	53603
1327	411491	53295
1328	411904	52998
1329	411929	52652
1330	412405	52364
1331	412835	52069
1332	413007	51742
1333	413424	51445
1334	413878	51153
1335	414253	50851
1336	414658	50552
1337	414981	50244
1338	415284	49933
1339	415660	49631
1340	416046	49329
1341	416384	49022
1342	416802	48725
1343	416965	48397
1344	417427	48105
1345	417437	47760
1346	417811	47457
1347	418187	47154
1348	418553	46850
1349	418560	46506
1350	419063	46217
1351	419137	45881
1352	419477	45575
1353	419900	45277
1354	420305	44977
1355	420694	44675
1356	421094	44374
1357	421556	44080
1358	422001	43783
1359	422286	43470
1360	422446	43144
1361	422812	42840
1362	422819	42499
1363	422838	42159
1364	423272	41862
1365	423634	41557
1366	423994	41251
1367	424347	40945
1368	424482	40618
1369	424707	40300
1370	425056	39994
1371	425396	39687
1372	425796	39385
1373	426198	39083
1374	426609	38782
1375	427025	38481
1376	427419	38179
1377	427817	37876
1378	428192	37571
1379	428525	37263
1380	428859	36954
1381	429289	36654
1382	429739	36355
1383	430238	36060
1384	430561	35750
1385	430918	35443
1386	431283	35136
1387	431691	34833
1388	431767	34504
1389	432152	34199
1390	432600	33898
1391	433041	33598
1392	433129	33269
1393	433144	32936
1394	433554	32633
1395	433927	32326
1396	433973	31996
1397	434659	31713
1398	434711	31383
1399	435122	31080
1400	435570	30779
1401	435965	30474
1402	436460	30175
1403	436955	29877
1404	437249	29564
1405	437653	29259
1406	438097	28957
1407	438549	28655
1408	438854	28343
1409	438860	28012
1410	439161	27700
1411	439569	27395
1412	439874	27083
1413	439880	26753
1414	439920	26426
1415	440381	26124
1416	440835	25821
1417	441290	25518
1418	441352	25193
1419	441408	24868
1420	441810	24562
1421	442366	24264
1422	442792	23959
1423	442890	23637
1424	443235	23328
1425	443557	23017
1426	443596	22692
1427	444006	22386
1428	444373	22078
1429	444378	21752
1430	444716	21443
1431	444731	21118
1432	445020	20806
1433	445041	20483
1434	445525	20180
1435	445944	19874
1436	446268	19565
1437	446419	19247
1438	446744	18937
1439	447167	18631
1440	447541	18324
1441	447843	18013
1442	448292	17708
1443	448322	17386
1444	448732	17079
1445	448756	16758
1446	448774	16437
1447	449328	16136
1448	449735	15829
1449	449746	15508
1450	450116	15200
1451	450261	14884
1452	450303	14565
1453	450708	14258
1454	450785	13941
1455	450936	13627
1456	451302	13319
1457	451574	13008
1458	451949	12700
1459	451990	12383
1460	452324	12074
1461	452481	11760
1462	452861	11453
1463	452900	11136
1464	453182	10826
1465	453589	10519
1466	453973	10212
1467	454379	9904
1468	454802	9597
1469	455191	9289
1470	455207	8974
1471	455600	8666
1472	455628	8351
1473	455974	8042
1474	456388	7735
1475	456837	7428
1476	456865	7114
1477	457398	6808
1478	457848	6500
1479	458247	6192
1480	458268	5879
1481	458685	5571
1482	458695	5258
1483	458994	4948
1484	459042	4636
1485	459484	4328
1486	459846	4020
1487	460185	3711
1488	460700	3403
1489	461107	3094
1490	461529	2785
1491	461932	2476
1492	462400	2167
1493	462416	1857
1494	462753	1547
1495	463193	1238
1496	463650	929
1497	464033	619
1498	464370	309
1499	464803	0
